Date,Adj. Close,HL_PCT,PCT_change,Adj. Volume
1977-01-03,2.27318157849,1.40540540541,1.40540540541,165200.0
1977-01-04,2.27318157849,7.10259301014,0.0,179800.0
1977-01-05,2.33134400694,2.55863539446,2.55863539446,189600.0
1977-01-06,2.45493916739,5.30145530145,5.30145530145,384200.0
1977-01-07,2.48402038161,2.5,1.18460019743,345200.0
1977-01-10,2.48402038161,2.46791707799,0.0,311000.0
1977-01-11,2.42343451864,2.5,-2.43902439024,155400.0
1977-01-12,2.36284865568,2.59875259875,-1.21580547112,198400.0
1977-01-13,2.33134400694,2.63157894737,-1.33333333333,155400.0
1977-01-14,2.33134400694,1.35135135135,0.0,116200.0
1977-01-17,2.3919298699,3.89743589744,1.23076923077,222000.0
1977-01-18,2.45493916739,1.3,1.3,112400.0
1977-01-19,2.42343451864,2.5,-1.28331688055,149600.0
1977-01-20,2.3919298699,2.63424518744,-1.3,179800.0
1977-01-21,2.36284865568,2.5641025641,-1.21580547112,185800.0
1977-01-24,2.5736874588,4.83711747285,4.83711747285,850800.0
1977-01-25,2.5736874588,4.76190476191,0.0,502600.0
1977-01-26,2.54460624458,2.31213872832,-1.12994350282,263000.0
1977-01-27,2.54460624458,3.60975609756,0.0,258000.0
1977-01-28,2.54460624458,3.60975609756,0.0,122200.0
1977-01-31,2.48402038161,2.46791707799,-1.25240847784,114400.0
1977-02-01,2.48402038161,1.18460019743,0.0,81000.0
1977-02-02,2.3919298699,2.63424518744,-2.56663376111,112400.0
1977-02-03,2.42343451864,3.9501039501,1.31712259372,153400.0
1977-02-04,2.42343451864,1.3,0.0,121200.0
1977-02-07,2.45493916739,2.46791707799,0.0,82000.0
1977-02-08,2.42343451864,1.3,-1.28331688055,115400.0
1977-02-09,2.42343451864,2.5,0.0,283600.0
1977-02-10,2.3919298699,2.5641025641,-1.3,74200.0
1977-02-11,2.30226279271,3.8947368421,-3.74873353597,152400.0
1977-02-14,2.24167692975,1.40540540541,-1.38592750533,143600.0
1977-02-15,2.33134400694,2.55863539446,2.55863539446,175000.0
1977-02-16,2.33134400694,2.63157894737,0.0,225800.0
1977-02-17,2.42343451864,5.30145530145,3.9501039501,1001400.0
1977-02-18,2.45493916739,3.8,1.3,472200.0
1977-02-22,2.48402038161,1.26829268293,0.0,275600.0
1977-02-23,2.45493916739,2.46791707799,-1.17073170732,81000.0
1977-02-24,2.42343451864,1.3,-1.28331688055,228800.0
